time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,precip
2021-09-29,24.6,20.5,29.7,0.0,,,14.2,,1014.1,,
2021-09-30,23.6,20.1,28.5,0.0,,,16.1,,1015.2,,
2021-10-01,22.8,18.9,28.3,0.0,,,14.1,,1015.1,,
2021-10-02,22.7,19.2,27.8,0.0,,,12.4,,1014.8,,
2021-10-03,22.5,18.8,28.2,0.0,,,12.5,,1017.2,,
2021-10-04,22.8,18.8,28.4,0.0,,,11.2,,1017.8,,
2021-10-05,22.1,17.5,28.5,0.0,,,13.5,,1017.9,,
2021-10-06,21.9,17.8,26.9,0.0,,,9.7,,1017.6,,
2021-10-07,20.8,16.3,26.6,0.0,,,5.3,,1015.5,,
2021-10-08,22.4,17.5,28.4,0.0,,,6.5,,1015.4,,
2021-10-09,22.0,18.8,26.0,0.0,,,4.1,,1016.4,,
2021-10-10,22.3,18.6,28.0,0.0,,,5.1,,1017.7,,
2021-10-11,23.6,18.8,29.8,0.0,,,6.2,,1015.6,,
2021-10-12,22.1,14.2,26.9,7.1,,,10.4,,1009.9,,
2021-10-13,19.7,17.1,24.3,0.0,,,7.0,,1013.0,,
